,0
NMU,3
DSCAML1,3
SCN8A,3
TPT1,3
LONRF1,3
APLN,3
CYP4Z1,3
ALDH3A2,3
CYP4F3,3
PTDSS1,3
TSPO,3
DNAH17-AS1,3
GYPC,3
ANXA11,3
LOC101927865,3
PI16,3
LOC105379082,3
DCXR,3
ITGA5,3
PRAG1,3
LOC105378072,3
TRPA1,3
CBR3-AS1,3
PCSK2,3
IGIP,3
FREM1,3
WTAPP1,3
MMP19,3
VIPR2,3
LOC105369568,3
FCHO2,3
LOC105377452,3
C6orf141,3
APC,3
ZPLD1,3
FST,3
MC1R,3
LOC100130673,3
SMC2,3
HEPACAM,3
LOC105370174,3
SOCS4,3
CRTAC1,3
IFI6,3
MIOS,3
LOC101928381,3
CAPNS1,3
TMEM220-AS1,3
KIF20B,3
GDPD3,3
GANAB,3
LINC01091,3
LOC105372007,3
HMGXB3,3
PCM1,3
CUL3,3
CAPN14,3
LINC01354,3
COX5A,3
PROC,3
GOLT1B,3
ERVMER34-1,3
POC5,3
PROS1,3
SVEP1,3
LOC100506990,3
ABCA9,3
ADAMTSL3,3
NOL4,3
CDH19,3
NUDT1,3
CRYM,3
RBP7,2
OR11H7,2
PSMD11,2
FAM72C,2
MYO5C,2
TYRO3,2
AP2B1,2
BLOC1S3,2
KCNJ6,2
KIAA1468,2
DDX12P,2
CTSG,2
PLAC9P1,2
KRT3,2
LOC107985695,2
RGS7BP,2
SUCNR1,2
ASAP1-IT2,2
TREH,2
CD44,2
NXPH4,2
VAC14,2
TNFRSF18,2
LOC105376600,2
RAET1E,2
ZFPM2-AS1,2
A2ML1,2
MMD,2
LOC105375053,2
UFD1,2
MIR2117HG,2
PLAGL1,2
LOC107985815,2
SLC5A9,2
SLC52A2,2
CYP27C1,2
KLHL5,2
NISCH,2
LINC02315,2
PTPN2,2
P3H2,2
TREM1,2
ZNF433,2
LOC105373703,2
MKNK2,2
FGD5-AS1,2
LOC105378305,2
CCNA2,2
LIMS1,2
TMSB4Y,2
NAGS,2
TM4SF19-AS1,2
NYNRIN,2
CIT,2
CILP,2
C7,2
TP63,2
ADCY5,2
GMNN,2
CMTM1,2
WASHC5,2
CAMLG,2
TACC1,2
CLU,2
CBFB,2
LOC105375844,2
SLC26A2,2
LOC101928635,2
ATF5,2
DDX18,2
PLEK2,2
LOC105376020,2
LINC01088,2
MGP,2
C8orf46,2
CDO1,2
NPY1R,2
PLIN5,2
CMTM5,2
PPFIBP2,2
ZNF595,2
MIR3150BHG,2
AQP1,2
DCSTAMP,2
NEIL1,2
LACTB2-AS1,2
LOC105370921,2
LOC105369250,2
RUNX1,2
METTL11B,2
PSMD3,2
CFH,2
PGS1,2
CLIC4,2
ACLY,2
LINC01625,2
ARL6IP6,2
DDX55,2
RBMS3,2
KCTD6,2
KIRREL1,2
LINC01197,2
BMP1,2
PSMD14,2
CASK,2
PHYHIP,2
ZWINT,2
LOC107984862,2
GALNS,2
GPR153,2
ASPHD1,2
LOC100130417,2
LOC112267859,2
ASPM,2
SLC44A1,2
LINC02147,2
MTURN,2
RUNDC3B,2
LINC01711,2
LOC107985805,2
LOC102725051,2
P4HA3,2
LOC112268100,2
LOC105374378,2
DBI,2
DEAF1,2
ANGPTL7,2
NTN4,2
HERC5,2
LOC105373970,2
HSP90B1,2
VSIG10,2
DTX3L,2
DENND4C,2
RPL9,2
DLG3,2
LOC107984934,1
RPL21,1
TMBIM4,1
VSIG10L2,1
AOX1,1
LOC112267856,1
EHD3,1
LOC105375713,1
KREMEN2,1
KLHL42,1
RPL37A,1
MAGEE2,1
ERBB4,1
PODN,1
AFDN-DT,1
LOC107986350,1
PPP1R1B,1
ACADSB,1
LOC105374164,1
DIABLO,1
CHST15,1
LEXM,1
ANO7L1,1
LOC105369975,1
SLC39A14,1
LOC105372255,1
MMP8,1
FAM24B,1
HNRNPA1P10,1
LINC01813,1
SLC30A6,1
RAMP2,1
EIF1B-AS1,1
LINC00520,1
ABCG2,1
EBF1,1
MARCH2,1
SNX21,1
LOC107986454,1
CNNM2,1
LOC100131315,1
LOC105370364,1
BOLA2,1
OAS2,1
CXCL1,1
CAVIN4,1
LOC105371629,1
ATP5MC2,1
LOC105376906,1
C1orf131,1
HOXC5,1
DCLRE1B,1
TECR,1
RCC2,1
THRSP,1
RNF217,1
SLC44A2,1
FAM129B,1
TJP1,1
LOC339539,1
MAGI2-AS3,1
FOXN2,1
ERBB2,1
XPO1,1
HAUS6,1
TRIM59,1
LASP1,1
CERS5,1
OIP5,1
OR14A2,1
XPC,1
GPR82,1
LOC105374418,1
ALS2CL,1
NOX4,1
LOC105374715,1
CCNE1,1
FNDC3B,1
DVL3,1
SLC16A1-AS1,1
ARL1,1
NOVA1,1
NUTF2,1
LMX1A,1
LOC105376754,1
LOC105376023,1
FBXO34,1
RNF216P1,1
ZNF862,1
LOC105370804,1
RPL19P12,1
PRNP,1
OGFRL1,1
PLPP1,1
ZFP64,1
RALGPS1,1
LOC101928188,1
HOXA10-AS,1
GMPS,1
TMPRSS11A,1
STARD4-AS1,1
ANKIB1,1
DUSP5,1
FAM180A,1
FAM225A,1
BCL2L12,1
APOL1,1
DDX11,1
HDAC5,1
LOC101928338,1
ZBTB47,1
TTI1,1
UFC1,1
SUPT3H,1
CXCL10,1
LOC107986789,1
LOC107985363,1
SNRPN,1
PTGES3,1
FALEC,1
PSME3,1
C11orf44,1
NCCRP1,1
LOC107985480,1
DEGS2,1
ZBED9,1
USP25,1
TUSC2,1
AGAP11,1
DIO3OS,1
WARS,1
SUPT7L,1
LINC00898,1
BST2,1
LINC02195,1
KCNA2,1
IGFBP3,1
XPO5,1
COL11A1,1
PALMD,1
CDT1,1
U2SURP,1
PRPF4,1
LOC101929398,1
LOC105376224,1
ELAVL1,1
MYH16,1
LINC02256,1
CCDC150,1
LOC101927884,1
OSTM1,1
PML,1
GATD3B,1
ZBTB7C,1
BASP1,1
ICAM5,1
TRAF3,1
STN1,1
NFIX,1
AADAC,1
LOC112268170,1
LHX1,1
TGFBI,1
GINS2,1
FGFBP2,1
LOX,1
LINC01497,1
C18orf25,1
C1orf21,1
ANKAR,1
SASS6,1
SLC38A3,1
LOC105377324,1
LOC105374764,1
ADGRB2,1
ANO10,1
CLCN7,1
FYB2,1
LOC101928212,1
ZNF823,1
LOC101928351,1
ZNF532,1
TBL1Y,1
LOC105377571,1
LOC112267984,1
LINC01338,1
RRM2,1
LONRF2,1
FAM216B,1
MASTL,1
PPP1R14C,1
SLC4A4,1
CDX1,1
AOC3,1
P4HA1,1
LOC102724150,1
AMFR,1
LOC105376806,1
MATN3,1
DCBLD2,1
LOC105379725,1
HEATR1,1
LMNB2,1
GPC3,1
ECM1,1
ANXA1,1
RMI2,1
ZYG11B,1
RPSAP52,1
ARRB1,1
BLNK,1
RAB25,1
PYM1,1
TTLL3,1
GNE,1
REL,1
LOC148696,1
S100A16,1
LOC105378726,1
BEND3,1
CTDSPL,1
PTK6,1
VSIG10L,1
GPR39,1
RALGAPA1,1
AURKAPS1,1
SH2D4A,1
LOC105374143,1
ERBB3,1
LOC102724584,1
MTHFD2,1
RSAD2,1
ENHO,1
EIF4E3,1
ZKSCAN5,1
SBF1P1,1
STUM,1
TRMT6,1
LOC105374488,1
LOC105373105,1
KBTBD11,1
MRPS23,1
GAB2,1
LOC105373690,1
PSMB3,1
CXorf49,1
QRICH1,1
NUP85,1
UXS1,1
FLJ37035,1
LINC01985,1
HTR1D,1
