,0
MYO5A,2
MECOM,2
SMAGP,2
KRT16,2
KTN1,2
UACA,2
GAREM1,2
BAIAP2,2
ZNF462,2
NUP188,2
CASQ1,2
TGM1,2
MTF1,2
RNF216,2
AQP4,2
ADGRG1,2
NUDT22,2
RECQL4,2
HSPB2,2
EXOSC2,2
MLXIP,2
ADAM9,2
UQCRH,2
NOVA1,2
ECD,2
THSD4,2
HDLBP,2
ABLIM2,2
SPRED1,2
PHIP,2
EHD1,2
DNAJB9,2
PKP4,2
MBOAT7,2
RCN2,2
KLHL41,2
JAK2,2
NIPBL,2
DLG5,2
KIF15,2
MPLKIP,2
ZBTB37,2
SLTM,2
SRP19,2
TC2N,2
FMNL1,2
BMX,2
S100A13,2
MTMR10,2
RNF220,2
AGBL1,2
EXOC3,2
RSL1D1,2
NEB,2
NPEPPS,2
FAM117A,2
TMEM45A,2
GTF3C1,2
LATS2,2
BOK,1
NSMCE3,1
TAX1BP3,1
ATG13,1
NASP,1
HIST2H4B,1
C9orf78,1
SLC29A3,1
DENND1C,1
FHOD1,1
SLC12A2,1
CACNB3,1
SH3BP4,1
KRT75,1
CHD2,1
MAP1B,1
TAB3,1
GSE1,1
CDC123,1
SMARCC1,1
ARHGAP28,1
DCP1A,1
TNRC6C,1
FEZ1,1
GRN,1
TLN1,1
NGFR,1
LEPR,1
BUD13,1
HNRNPA3,1
BRAP,1
NRDC,1
NUMA1,1
TTC4,1
ALAD,1
PLXNB2,1
MAPT,1
MGST3,1
NEDD4,1
LTB4R,1
GOLIM4,1
HSPB1,1
HAUS7,1
IL6ST,1
BAP1,1
HGSNAT,1
RIPK2,1
FBL,1
ZNF358,1
SRSF10,1
TBCB,1
TIPIN,1
LATS1,1
NFYA,1
CNTRL,1
ZBTB7C,1
EHBP1,1
MKRN1,1
RBBP5,1
RBM39,1
PTTG1,1
WDR33,1
APOF,1
CS,1
MRGBP,1
TG,1
POLR2C,1
EIF3A,1
ZNF644,1
ATXN2L,1
RPS5,1
S100A16,1
CKAP4,1
ALG3,1
NUP214,1
USE1,1
GDAP1,1
ABCB6,1
DTNA,1
SMARCAD1,1
TBC1D2B,1
EXO1,1
TCF20,1
RELA,1
MARCKS,1
KAT6B,1
KIF27,1
ABCD1,1
SYNJ2,1
RNF146,1
ZFP91,1
SNTB1,1
C12orf45,1
ARID3B,1
SNX33,1
USP3,1
MYH7,1
AHCTF1,1
LTBP3,1
AQR,1
CLNS1A,1
LPO,1
PPRC1,1
TMOD4,1
CTNNBIP1,1
MTDH,1
SLC4A1,1
TUT1,1
FOSL2,1
PPP4R2,1
LRRC1,1
ZFP36,1
EFL1,1
TIAL1,1
PEPD,1
MTMR14,1
PHPT1,1
PLCL1,1
SLC27A2,1
USP19,1
FAM83H,1
PEX11G,1
GYS1,1
RPRD2,1
FABP5,1
DYNC1H1,1
PAICS,1
EME1,1
CWF19L2,1
BCR,1
FAM83B,1
SNAI2,1
CCDC93,1
DNAAF2,1
SLC6A14,1
RPL22L1,1
IFNAR2,1
SP110,1
NDUFAF8,1
EFNB3,1
LDHB,1
TBC1D2,1
ZFC3H1,1
CYB5B,1
SOX7,1
HNRNPA2B1,1
NCAPH,1
CLCN7,1
ATAD5,1
GIGYF1,1
NCK1,1
NSD3,1
STARD3,1
PIK3R6,1
FAM83C,1
ZC3H11A,1
DENND2C,1
S100PBP,1
ANK1,1
TRAF5,1
DIP2B,1
MAFB,1
GPR153,1
VRK2,1
FCHSD1,1
IGFBP3,1
CERS2,1
MYBPC2,1
UQCRC2,1
SLC7A6OS,1
CNOT2,1
RNF19A,1
AKR1C3,1
TRIP13,1
CEACAM1,1
SMURF1,1
CCNL1,1
MARK1,1
ADSSL1,1
XPO4,1
MAX,1
TRIM16,1
PRICKLE1,1
HAUS6,1
TFAM,1
HM13,1
CDKAL1,1
EPPK1,1
TECPR1,1
EFNB1,1
ZMYM3,1
KIAA1671,1
MAP7D2,1
PHKB,1
ZBP1,1
ATG2B,1
TGIF1,1
AKR1B1,1
COMMD3-BMI1,1
ZMYM2,1
PLEC,1
PHACTR2,1
VPS51,1
ARHGAP44,1
RFTN1,1
AGAP1,1
IPCEF1,1
KRT80,1
GTPBP1,1
ZNF316,1
TSC1,1
ZMYM4,1
DHCR7,1
ADD2,1
ZGPAT,1
MNAT1,1
CORO7-PAM16,1
SPARCL1,1
GARS,1
TARSL2,1
ZBTB17,1
FAM107B,1
PAN2,1
ITGA6,1
PAK1IP1,1
FOXN1,1
CEBPZ,1
PRPF38A,1
U2SURP,1
